ip,familia,ptr,asn,asn_name,isp,org,cidade,regiao,pais,pais_cc,continente,lat,lon,timezone,datacenter,resolvedor_publico
177.20.144.66,IPv4,ciclo.info.ufrn.br,AS262857,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Universidade Federal Do RIO Grande Do Norte,Universidade Federal Do RIO Grande Do Norte,Natal,Rio Grande do Norte,Brazil,BR,América do Sul,-5.8111,-35.2235,America/Fortaleza,não,não
200.137.1.167,IPv4,atlanta.ifrn.edu.br,AS1916,Rede Nacional de Ensino e Pesquisa,Rede Nacional de Ensino e Pesquisa,Rede Nacional de Ensino e Pesquisa,Natal,Rio Grande do Norte,Brazil,BR,América do Sul,-5.8111,-35.2235,America/Fortaleza,não,não
200.137.1.195,IPv4,,AS1916,Rede Nacional de Ensino e Pesquisa,Rede Nacional de Ensino e Pesquisa,Rede Nacional de Ensino e Pesquisa,Natal,Rio Grande do Norte,Brazil,BR,América do Sul,-5.8111,-35.2235,America/Fortaleza,não,não
195.200.68.224,IPv4,text-lb.magru.wikimedia.org,AS14907,Wikimedia Foundation Inc.,Wikimedia magru infra,"Wikimedia Foundation, Inc",Osasco,São Paulo,Brazil,BR,América do Sul,-23.5312,-46.7901,America/Sao_Paulo,não,não
2a02:ec80:700:ed1a::1,IPv6,text-lb.magru.wikimedia.org,AS14907,Wikimedia Foundation Inc.,Wikimedia Europe network,"Wikimedia Foundation, Inc",Osasco,São Paulo,Brazil,BR,América do Sul,-23.5312,-46.7901,America/Sao_Paulo,não,não
216.238.102.32,IPv4,cdn-edge-brazil-saopaulo1.noc.org,AS20473,"The Constant Company, LLC",The Constant Company,"Vultr Holdings, LLC",Osasco,São Paulo,Brazil,BR,América do Sul,-23.5312,-46.7901,America/Sao_Paulo,sim,não
200.219.148.10,IPv4,a.dns.br,AS28345,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Pinheiros,São Paulo,Brazil,BR,América do Sul,-23.5611,-46.6876,America/Sao_Paulo,não,não
2001:12f8:6::10,IPv6,a.dns.br,AS53035,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Pinheiros,São Paulo,Brazil,BR,América do Sul,-23.5611,-46.6876,America/Sao_Paulo,não,não
200.189.41.10,IPv4,b.dns.br,AS10906,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Pinheiros,São Paulo,Brazil,BR,América do Sul,-23.5611,-46.6876,America/Sao_Paulo,não,não
2001:12f8:8::10,IPv6,b.dns.br,AS10906,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Pinheiros,São Paulo,Brazil,BR,América do Sul,-23.5611,-46.6876,America/Sao_Paulo,não,não
200.192.233.10,IPv4,c.dns.br,AS11284,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Pinheiros,São Paulo,Brazil,BR,América do Sul,-23.5611,-46.6876,America/Sao_Paulo,não,não
2001:12f8:a::10,IPv6,c.dns.br,AS11284,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Pinheiros,São Paulo,Brazil,BR,América do Sul,-23.5611,-46.6876,America/Sao_Paulo,não,não
200.219.154.10,IPv4,d.dns.br,AS11644,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Pinheiros,São Paulo,Brazil,BR,América do Sul,-23.5611,-46.6876,America/Sao_Paulo,não,não
2001:12f8:4::10,IPv6,d.dns.br,AS11644,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Pinheiros,São Paulo,Brazil,BR,América do Sul,-23.5611,-46.6876,America/Sao_Paulo,não,não
200.229.248.10,IPv4,e.dns.br,AS12136,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Pinheiros,São Paulo,Brazil,BR,América do Sul,-23.5611,-46.6876,America/Sao_Paulo,não,não
2001:12f8:2::10,IPv6,e.dns.br,AS12136,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Pinheiros,São Paulo,Brazil,BR,América do Sul,-23.5611,-46.6876,America/Sao_Paulo,não,não
200.219.159.10,IPv4,f.dns.br,AS14650,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Pinheiros,São Paulo,Brazil,BR,América do Sul,-23.5611,-46.6876,America/Sao_Paulo,não,não
2001:12f8:c::10,IPv6,f.dns.br,AS14650,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Pinheiros,São Paulo,Brazil,BR,América do Sul,-23.5611,-46.6876,America/Sao_Paulo,não,não
200.144.235.134,IPv4,,AS28571,UNIVERSIDADE DE SAO PAULO,Universidade De SAO Paulo,Universidade De SAO Paulo,Pirassununga,São Paulo,Brazil,BR,América do Sul,-22.0022,-47.3677,America/Sao_Paulo,não,não
200.144.248.208,IPv4,a.dns.usp.br,AS28571,UNIVERSIDADE DE SAO PAULO,Universidade De SAO Paulo,Universidade De SAO Paulo,Ribeirão Preto,São Paulo,Brazil,BR,América do Sul,-21.2244,-47.8239,America/Sao_Paulo,não,não
200.144.249.208,IPv4,b.dns.usp.br,AS28571,UNIVERSIDADE DE SAO PAULO,Universidade De SAO Paulo,Universidade De SAO Paulo,Ribeirão Preto,São Paulo,Brazil,BR,América do Sul,-21.2244,-47.8239,America/Sao_Paulo,não,não
200.147.35.149,IPv4,200-147-35-149-149.static.uol.com.br,AS7162,Universo Online S.A.,Universo Online S.A.,Universo Online S.A,Rio de Janeiro,Rio de Janeiro,Brazil,BR,América do Sul,-22.9068,-43.1729,America/Sao_Paulo,não,não
2600:1f1e:7c1:c300::1f5,IPv6,,AS16509,"Amazon.com, Inc.",Amazon.com,AWS EC2 (sa-east-1),Sao Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.63611,America/Sao_Paulo,sim,não
200.160.0.5,IPv4,ns.dns.br,AS22548,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.6293,-46.6351,America/Sao_Paulo,não,não
2001:12ff:0:a20::5,IPv6,ns.dns.br,AS22548,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,não,não
3.162.247.18,IPv4,server-3-162-247-18.gru3.r.cloudfront.net,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS CloudFront (GLOBAL),São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,sim,não
3.162.247.28,IPv4,server-3-162-247-28.gru3.r.cloudfront.net,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS CloudFront (GLOBAL),São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,sim,não
3.162.247.55,IPv4,server-3-162-247-55.gru3.r.cloudfront.net,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS CloudFront (GLOBAL),São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,sim,não
3.162.247.94,IPv4,server-3-162-247-94.gru3.r.cloudfront.net,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS CloudFront (GLOBAL),São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,sim,não
4.228.31.150,IPv4,,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Azure Cloud (brazilsouth),São Paulo,Sao Paulo,Brazil,BR,América do Sul,-23.55,-46.633,America/Sao_Paulo,sim,não
2.18.20.133,IPv4,a2-18-20-133.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai Technologies,,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,sim,não
2.18.20.134,IPv4,a2-18-20-134.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai Technologies,,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,sim,não
2.18.20.136,IPv4,a2-18-20-136.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai Technologies,,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,sim,não
2.18.20.139,IPv4,a2-18-20-139.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai Technologies,,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,sim,não
2.18.20.142,IPv4,a2-18-20-142.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai Technologies,,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,sim,não
2.18.20.145,IPv4,a2-18-20-145.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai Technologies,,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,sim,não
108.158.173.37,IPv4,server-108-158-173-37.gru1.r.cloudfront.net,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS CloudFront (GLOBAL),São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,sim,não
108.158.173.50,IPv4,server-108-158-173-50.gru1.r.cloudfront.net,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS CloudFront (GLOBAL),São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,sim,não
108.158.173.9,IPv4,server-108-158-173-9.gru1.r.cloudfront.net,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS CloudFront (GLOBAL),São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,sim,não
108.158.173.94,IPv4,server-108-158-173-94.gru1.r.cloudfront.net,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS CloudFront (GLOBAL),São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,sim,não
2.18.127.230,IPv4,a2-18-127-230.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai Technologies,,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,sim,não
2.18.127.235,IPv4,a2-18-127-235.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai Technologies,,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,sim,não
2600:1419:4e00:a::58dd:ec,IPv6,g2600-1419-4e00-000a-0000-0000-58dd-00ec.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai International B.V.,Akamai Technologies,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,não,não
2600:1419:4e00:a::58dd:ed,IPv6,g2600-1419-4e00-000a-0000-0000-58dd-00ed.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai International B.V.,Akamai Technologies,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,não,não
191.235.123.80,IPv4,,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Azure Cloud (brazilsouth),São Paulo,Sao Paulo,Brazil,BR,América do Sul,-23.55,-46.633,America/Sao_Paulo,sim,não
177.53.95.213,IPv4,177-53-95-213.tvglobo.com.br,AS28604,Globo Comunicação e Participaçoes SA,Globo Comunicação e Participaçoes SA,Globo Comunicação e Participaçoes SA,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,não,não
2.16.169.11,IPv4,a2-16-169-11.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai Technologies,,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,sim,não
2.16.169.14,IPv4,a2-16-169-14.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai Technologies,,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,sim,não
2600:1419:4e00:1a::212:1445,IPv6,g2600-1419-4e00-001a-0000-0000-0212-1445.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai International B.V.,Akamai Technologies,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,não,não
2600:1419:4e00:1a::212:1448,IPv6,g2600-1419-4e00-001a-0000-0000-0212-1448.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai International B.V.,Akamai Technologies,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,não,não
2.18.20.131,IPv4,a2-18-20-131.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai Technologies,,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,sim,não
2.18.20.137,IPv4,a2-18-20-137.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai Technologies,,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,sim,não
2.18.20.138,IPv4,a2-18-20-138.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai Technologies,,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,sim,não
2.18.20.144,IPv4,a2-18-20-144.deploy.static.akamaitechnologies.com,AS20940,Akamai International B.V.,Akamai Technologies,,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5475,-46.6361,America/Sao_Paulo,sim,não
13.227.110.22,IPv4,server-13-227-110-22.gru3.r.cloudfront.net,AS16509,"Amazon.com, Inc.",Amazon Technologies Inc.,AWS CloudFront (GLOBAL),São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,sim,não
13.227.110.55,IPv4,server-13-227-110-55.gru3.r.cloudfront.net,AS16509,"Amazon.com, Inc.",Amazon Technologies Inc.,AWS CloudFront (GLOBAL),São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,sim,não
13.227.110.6,IPv4,server-13-227-110-6.gru3.r.cloudfront.net,AS16509,"Amazon.com, Inc.",Amazon Technologies Inc.,AWS CloudFront (GLOBAL),São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,sim,não
13.227.110.93,IPv4,server-13-227-110-93.gru3.r.cloudfront.net,AS16509,"Amazon.com, Inc.",Amazon Technologies Inc.,AWS CloudFront (GLOBAL),São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,sim,não
2001:12d0:c000::208,IPv6,a.dns.usp.br,AS28571,UNIVERSIDADE DE SAO PAULO,Universidade De SAO Paulo,Universidade De SAO Paulo,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,não,não
2001:12d0:c080::208,IPv6,b.dns.usp.br,AS28571,UNIVERSIDADE DE SAO PAULO,Universidade De SAO Paulo,Universidade De SAO Paulo,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,não,não
177.90.0.18,IPv4,c.dns.usp.br,AS271755,UNIVERSIDADE DE SAO PAULO,Universidade De SAO Paulo,Universidade De SAO Paulo,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,não,não
200.160.2.3,IPv4,registro.br,AS22548,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.6293,-46.6351,America/Sao_Paulo,não,não
2001:12ff:0:2::3,IPv6,registro.br,AS22548,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,não,não
200.160.4.6,IPv4,nic.br,AS22548,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.6293,-46.6351,America/Sao_Paulo,não,não
2001:12ff:0:4::6,IPv6,nic.br,AS22548,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,não,não
200.160.4.2,IPv4,cgi.br,AS22548,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.6293,-46.6351,America/Sao_Paulo,não,não
2001:12ff:0:4::3,IPv6,cgi.br,AS22548,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,não,não
216.146.35.35,IPv4,rdns.dynect.net,AS31898,Oracle Corporation,Oracle Corporation,"Dynamic Network Services, Inc",São Paulo,São Paulo,Brazil,BR,América do Sul,-23.5558,-46.6396,America/Sao_Paulo,não,sim
143.108.30.90,IPv4,ns1.ansp.br,AS1251,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO SÃO PAULO,FUNDAÔÔO DE AMPARO Ô PESQUISA DO ESTADO SÔO PAULO,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO SÃO PAULO,Vila Mariana,São Paulo,Brazil,BR,América do Sul,-23.5844,-46.6371,America/Sao_Paulo,não,não
2001:12d8:88:30::2,IPv6,ns1.ansp.br,AS1251,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO SÃO PAULO,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO SÃO PAULO,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO SÃO PAULO,Vila Mariana,São Paulo,Brazil,BR,América do Sul,-23.5844,-46.6371,America/Sao_Paulo,não,não
161.148.164.31,IPv4,,AS10954,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,Servico Federal De Processamento De Dados - Serpro,Servico Federal De Processamento De Dados - Serpro,Vitória,Espírito Santo,Brazil,BR,América do Sul,-20.3207,-40.3333,America/Sao_Paulo,não,não
2804:151:3:2:161:148:164:31,IPv6,,AS10954,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,Servico Federal De Processamento De Dados - Serpro,Servico Federal De Processamento De Dados - Serpro,Vitória,Espírito Santo,Brazil,BR,América do Sul,-20.3207,-40.3333,America/Sao_Paulo,não,não
161.148.201.101,IPv4,bsa1.serpro.gov.br,AS10954,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,Servico Federal De Processamento De Dados - Serpro,Servico Federal De Processamento De Dados - Serpro,Vitória,Espírito Santo,Brazil,BR,América do Sul,-20.3207,-40.3333,America/Sao_Paulo,não,não
2804:151:0:8::11,IPv6,,AS10954,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,Servico Federal De Processamento De Dados - Serpro,Servico Federal De Processamento De Dados - Serpro,Vitória,Espírito Santo,Brazil,BR,América do Sul,-20.3207,-40.3333,America/Sao_Paulo,não,não
161.148.201.102,IPv4,bsa2.serpro.gov.br,AS10954,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,Servico Federal De Processamento De Dados - Serpro,Servico Federal De Processamento De Dados - Serpro,Vitória,Espírito Santo,Brazil,BR,América do Sul,-20.3207,-40.3333,America/Sao_Paulo,não,não
2804:151:0:8::12,IPv6,,AS10954,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,Servico Federal De Processamento De Dados - Serpro,Servico Federal De Processamento De Dados - Serpro,Vitória,Espírito Santo,Brazil,BR,América do Sul,-20.3207,-40.3333,America/Sao_Paulo,não,não
2804:151:60:8::11,IPv6,,AS10954,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,Servico Federal De Processamento De Dados - Serpro,Servico Federal De Processamento De Dados - Serpro,Vitória,Espírito Santo,Brazil,BR,América do Sul,-20.3207,-40.3333,America/Sao_Paulo,não,não
2804:151:60:8::12,IPv6,,AS10954,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,Servico Federal De Processamento De Dados - Serpro,Servico Federal De Processamento De Dados - Serpro,Vitória,Espírito Santo,Brazil,BR,América do Sul,-20.3207,-40.3333,America/Sao_Paulo,não,não
2620:49:4::10,IPv6,dns4.easydns.info,AS16686,"easyDNS Technologies, Inc.","easyDNS Technologies, Inc.","easyDNS Technologies, Inc.",Beauharnois,Quebec,Canada,CA,América do Norte,45.3147,-73.8785,America/Toronto,não,não
185.159.199.200,IPv4,ns4.dns.nl,AS396501,CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet,CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enreg,Cira TLD Anycast Unifiedcloud,Montreal,Quebec,Canada,CA,América do Norte,45.5019,-73.5674,America/Toronto,sim,não
2620:10a:80ac::200,IPv6,ns4.dns.nl,AS396501,CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet,CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enreg,CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet,Montreal,Quebec,Canada,CA,América do Norte,45.5019,-73.5674,America/Toronto,sim,não
2620:57:4001::1,IPv6,ns01.trs-dns.com,AS393818,Tucows.com Co.,Tucows.com Co.,Tucows.com Co,Montreal,Quebec,Canada,CA,América do Norte,45.5019,-73.5674,America/Toronto,sim,não
2620:57:4002::1,IPv6,ns01.trs-dns.net,AS63363,Tucows.com Co.,Tucows.com Co.,Tucows.com Co,Montreal,Quebec,Canada,CA,América do Norte,45.5019,-73.5674,America/Toronto,sim,não
2620:171:812:1534:8::1,IPv6,ns10.trs-dns.info,AS42,"WoodyNet, Inc.","WoodyNet, Inc.","WoodyNet, Inc.",Montreal,Quebec,Canada,CA,América do Norte,45.5019,-73.5674,America/Toronto,sim,não
2620:171:813:1534:8::1,IPv6,ns10.trs-dns.org,AS42,"WoodyNet, Inc.","WoodyNet, Inc.","WoodyNet, Inc.",Montreal,Quebec,Canada,CA,América do Norte,45.5019,-73.5674,America/Toronto,sim,não
185.159.196.2,IPv4,c.ca-servers.ca,AS394354,CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet,CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enreg,Anycast Cloud2,Montreal,Quebec,Canada,CA,América do Norte,45.5019,-73.5674,America/Toronto,sim,não
2620:10a:8053::2,IPv6,c.ca-servers.ca,AS394354,CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet,CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enreg,CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet,Montreal,Quebec,Canada,CA,América do Norte,45.5019,-73.5674,America/Toronto,sim,não
198.182.167.1,IPv4,j.ca-servers.ca,AS42,"WoodyNet, Inc.","WoodyNet, Inc.",WoodyNet,Montreal,Quebec,Canada,CA,América do Norte,45.5019,-73.5674,America/Toronto,sim,não
2001:500:83::1,IPv6,j.ca-servers.ca,AS42,"WoodyNet, Inc.","WoodyNet, Inc.",CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet,Montreal,Quebec,Canada,CA,América do Norte,45.5019,-73.5674,America/Toronto,sim,não
